"Subject" "Condition" "Block" "TB" "TrialNum" "Trial" "Lat"
2339 "S7" "T" "1" "10" "1" "35" 495.000
2340 "S7" "T" "1" "56" "2" "36" 395.000
2341 "S7" "T" "1" "49" "1" "37" 379.615
2342 "S7" "T" "1" "52" "1" "38" 441.154
2343 "S7" "T" "1" "1" "3" "39" 433.462
2344 "S7" "T" "1" "19" "1" "40" 433.462
2345 "S7" "T" "1" "57" "1" "41" 341.154
2346 "S7" "T" "1" "6" "3" "42" 433.462
2347 "S7" "T" "1" "4" "2" "43" 402.692
2348 "S7" "T" "1" "16" "1" "44" 441.154
2349 "S7" "T" "1" "3" "3" "45" 356.538
2350 "S7" "T" "1" "11" "1" "46" 418.077
2351 "S7" "T" "1" "4" "3" "47" 410.385
2352 "S7" "T" "1" "7" "2" "48" 487.308
2353 "S7" "T" "1" "53" "1" "49" 425.769
2354 "S7" "T" "1" "7" "3" "50" 410.385
2355 "S7" "T" "1" "13" "2" "51" 402.692
2356 "S7" "T" "1" "2" "3" "52" 418.077
2357 "S7" "T" "1" "23" "1" "53" 387.308
2358 "S7" "T" "1" "8" "1" "54" 364.231
2359 "S7" "T" "1" "51" "1" "55" 395.000
2360 "S7" "T" "1" "18" "1" "56" 402.692
2361 "S7" "T" "1" "61" "1" "57" 456.538
2362 "S7" "T" "1" "54" "1" "58" 418.077
2363 "S7" "T" "1" "62" "2" "59" 379.615
2364 "S7" "T" "1" "11" "2" "60" 402.692
2365 "S7" "T" "1" "60" "2" "61" 364.231
2366 "S7" "T" "1" "9" "2" "62" 387.308
2367 "S7" "T" "1" "17" "1" "63" 410.385
2368 "S7" "T" "1" "63" "1" "64" 402.692
2369 "S7" "T" "1" "15" "3" "65" 395.000
2370 "S7" "T" "1" "51" "2" "66" 395.000
2371 "S7" "T" "1" "7" "4" "67" 410.385
2372 "S7" "T" "1" "57" "2" "68" 371.923
2373 "S7" "T" "1" "52" "2" "69" 387.308
2374 "S7" "T" "1" "3" "4" "70" 402.692
2375 "S7" "T" "1" "9" "3" "71" 425.769
2376 "S7" "T" "1" "1" "4" "72" 441.154
2377 "S7" "T" "1" "49" "2" "73" 379.615
2378 "S7" "T" "1" "3" "5" "74" 425.769
2379 "S7" "T" "1" "21" "2" "75" 441.154
2380 "S7" "T" "1" "13" "3" "76" 425.769
2381 "S7" "T" "1" "17" "2" "77" 402.692
2382 "S7" "T" "1" "50" "2" "78" 456.538
2383 "S7" "T" "1" "16" "2" "79" 433.462
2384 "S7" "T" "1" "56" "3" "80" 341.154
2385 "S7" "T" "1" "60" "3" "81" 333.462
2386 "S7" "T" "1" "54" "2" "82" 379.615
2387 "S7" "T" "1" "53" "2" "83" 425.769
2388 "S7" "T" "1" "63" "2" "84" 387.308
2389 "S7" "T" "1" "12" "2" "85" 448.846
2390 "S7" "T" "1" "5" "4" "86" 418.077
2391 "S7" "T" "1" "7" "5" "87" 433.462
2392 "S7" "T" "1" "56" "4" "88" 379.615
2393 "S7" "T" "1" "3" "6" "89" 410.385
2394 "S7" "T" "1" "19" "2" "90" 433.462
2395 "S7" "T" "1" "5" "5" "91" 448.846
2396 "S7" "T" "1" "4" "4" "92" 402.692
2397 "S7" "T" "1" "11" "3" "93" 425.769
2398 "S7" "T" "1" "23" "2" "94" 371.923
2399 "S7" "T" "1" "22" "2" "95" 379.615
2400 "S7" "T" "1" "55" "2" "96" 425.769
2401 "S7" "T" "1" "9" "4" "97" 395.000
2402 "S7" "T" "1" "0" "4" "98" 333.462
2403 "S7" "T" "1" "20" "2" "99" 448.846
2404 "S7" "T" "1" "14" "2" "100" 441.154
2405 "S7" "T" "1" "1" "5" "101" 487.308
2406 "S7" "T" "1" "61" "2" "102" 402.692
2407 "S7" "T" "1" "13" "4" "103" 464.231
2408 "S7" "T" "1" "5" "6" "104" 433.462
2409 "S7" "T" "1" "60" "4" "105" 410.385
2410 "S7" "T" "1" "62" "3" "106" 371.923
2411 "S7" "T" "1" "58" "3" "107" 356.538
2412 "S7" "T" "1" "1" "6" "108" 456.538
2413 "S7" "T" "1" "6" "4" "109" 402.692
2414 "S7" "T" "1" "4" "5" "110" 387.308
2415 "S7" "T" "1" "6" "5" "111" 464.231
2416 "S7" "T" "1" "7" "6" "112" 379.615
2417 "S7" "T" "1" "6" "6" "113" 433.462
2418 "S7" "T" "1" "10" "2" "114" 471.923
2419 "S7" "T" "1" "59" "2" "115" 418.077
2420 "S7" "T" "1" "18" "2" "116" 410.385
2421 "S7" "T" "1" "58" "4" "117" 410.385
2422 "S7" "T" "1" "48" "2" "118" 387.308
2423 "S7" "T" "1" "2" "4" "119" 471.923
2424 "S7" "T" "1" "0" "5" "120" 387.308
2425 "S7" "T" "1" "0" "6" "121" 471.923
2426 "S7" "T" "1" "15" "4" "122" 441.154
2427 "S7" "T" "1" "2" "5" "123" 448.846
2428 "S7" "T" "1" "62" "4" "124" 387.308
2429 "S7" "T" "1" "4" "6" "125" 418.077
2430 "S7" "T" "1" "11" "4" "126" 410.385
2431 "S7" "T" "1" "2" "6" "127" 418.077
2432 "S7" "T" "1" "8" "2" "128" 387.308
2433 "S7" "NT" "2" "56" "1" "1" NaN
2434 "S7" "NT" "2" "1" "1" "2" 448.846
2435 "S7" "NT" "2" "11" "1" "3" 471.923
2436 "S7" "NT" "2" "14" "1" "4" 448.846
2437 "S7" "NT" "2" "60" "1" "5" 471.923
2438 "S7" "NT" "2" "52" "1" "6" 487.308
2439 "S7" "NT" "2" "23" "1" "7" 487.308
2440 "S7" "NT" "2" "18" "1" "8" 495.000
2441 "S7" "NT" "2" "54" "1" "9" 441.154
2442 "S7" "NT" "2" "8" "1" "10" 441.154
2443 "S7" "NT" "2" "5" "1" "11" 471.923
2444 "S7" "NT" "2" "22" "1" "12" 471.923
2445 "S7" "NT" "2" "12" "1" "13" 387.308
2446 "S7" "NT" "2" "10" "1" "14" 487.308
2447 "S7" "NT" "2" "0" "1" "15" 518.077
2448 "S7" "NT" "2" "15" "1" "16" 448.846
2449 "S7" "NT" "2" "11" "2" "17" 402.692
2450 "S7" "NT" "2" "63" "1" "18" 471.923
2451 "S7" "NT" "2" "48" "1" "19" 371.923
2452 "S7" "NT" "2" "13" "1" "20" 425.769
2453 "S7" "NT" "2" "2" "1" "21" 495.000
2454 "S7" "NT" "2" "58" "1" "22" 464.231
2455 "S7" "NT" "2" "58" "2" "23" 456.538
2456 "S7" "NT" "2" "2" "2" "24" 448.846
2457 "S7" "NT" "2" "7" "1" "25" 487.308
2458 "S7" "NT" "2" "3" "1" "26" 495.000
2459 "S7" "NT" "2" "3" "2" "27" 448.846
2460 "S7" "NT" "2" "7" "2" "28" 341.154
2461 "S7" "NT" "2" "21" "1" "29" 464.231
2462 "S7" "NT" "2" "49" "1" "30" 433.462
2463 "S7" "NT" "2" "6" "1" "31" 441.154
2464 "S7" "NT" "2" "61" "1" "32" 487.308
2465 "S7" "NT" "2" "17" "1" "33" 448.846
2466 "S7" "NT" "2" "50" "1" "34" 433.462
2467 "S7" "NT" "2" "20" "1" "35" 471.923
2468 "S7" "NT" "2" "16" "1" "36" 364.231
2469 "S7" "NT" "2" "0" "2" "37" 479.615
2470 "S7" "NT" "2" "5" "2" "38" 410.385
2471 "S7" "NT" "2" "9" "1" "39" 441.154
2472 "S7" "NT" "2" "62" "1" "40" 395.000
2473 "S7" "NT" "2" "1" "2" "41" 418.077
2474 "S7" "NT" "2" "57" "1" "42" 356.538
2475 "S7" "NT" "2" "6" "2" "43" 425.769
2476 "S7" "NT" "2" "19" "1" "44" NaN
2477 "S7" "NT" "2" "15" "2" "45" 510.385
2478 "S7" "NT" "2" "53" "1" "46" NaN
2479 "S7" "NT" "2" "0" "3" "47" 525.769
2480 "S7" "NT" "2" "5" "3" "48" 448.846
2481 "S7" "NT" "2" "13" "2" "49" 456.538
2482 "S7" "NT" "2" "56" "2" "50" 456.538
2483 "S7" "NT" "2" "1" "3" "51" 433.462
2484 "S7" "NT" "2" "9" "2" "52" 410.385
2485 "S7" "NT" "2" "59" "1" "53" 571.923
2486 "S7" "NT" "2" "4" "1" "54" 464.231
2487 "S7" "NT" "2" "62" "2" "55" 441.154
2488 "S7" "NT" "2" "51" "1" "56" 433.462
2489 "S7" "NT" "2" "60" "2" "57" 448.846
2490 "S7" "NT" "2" "6" "3" "58" 495.000
2491 "S7" "NT" "2" "4" "2" "59" 410.385
2492 "S7" "NT" "2" "7" "3" "60" 502.692
2493 "S7" "NT" "2" "2" "3" "61" 387.308
2494 "S7" "NT" "2" "4" "3" "62" 387.308
2495 "S7" "NT" "2" "55" "1" "63" 471.923
2496 "S7" "NT" "2" "3" "3" "64" 402.692
2497 "S7" "NT" "2" "50" "2" "65" 433.462
2498 "S7" "NT" "2" "58" "3" "66" 387.308
2499 "S7" "NT" "2" "61" "2" "67" 418.077
2500 "S7" "NT" "2" "2" "4" "68" 410.385
2501 "S7" "NT" "2" "3" "4" "69" 364.231
2502 "S7" "NT" "2" "48" "2" "70" 387.308
2503 "S7" "NT" "2" "56" "3" "71" 418.077
2504 "S7" "NT" "2" "9" "3" "72" 402.692
2505 "S7" "NT" "2" "15" "3" "73" 425.769
2506 "S7" "NT" "2" "15" "4" "74" 418.077
2507 "S7" "NT" "2" "3" "5" "75" 371.923
2508 "S7" "NT" "2" "12" "2" "76" 433.462
2509 "S7" "NT" "2" "19" "2" "77" NaN
2510 "S7" "NT" "2" "7" "4" "78" 487.308
2511 "S7" "NT" "2" "20" "2" "79" 433.462
2512 "S7" "NT" "2" "10" "2" "80" 510.385
2513 "S7" "NT" "2" "13" "3" "81" 395.000
2514 "S7" "NT" "2" "8" "2" "82" 441.154
2515 "S7" "NT" "2" "7" "5" "83" 487.308
2516 "S7" "NT" "2" "51" "2" "84" 448.846
2517 "S7" "NT" "2" "2" "5" "85" 510.385
2518 "S7" "NT" "2" "17" "2" "86" 471.923
2519 "S7" "NT" "2" "14" "2" "87" 456.538
2520 "S7" "NT" "2" "63" "2" "88" 395.000
2521 "S7" "NT" "2" "4" "4" "89" 371.923
2522 "S7" "NT" "2" "49" "2" "90" 410.385
2523 "S7" "NT" "2" "16" "2" "91" 495.000
2524 "S7" "NT" "2" "6" "4" "92" 495.000
2525 "S7" "NT" "2" "13" "4" "93" 425.769
2526 "S7" "NT" "2" "58" "4" "94" 425.769
2527 "S7" "NT" "2" "5" "4" "95" 448.846
2528 "S7" "NT" "2" "23" "2" "96" 395.000
2529 "S7" "NT" "2" "62" "3" "97" 410.385
2530 "S7" "NT" "2" "52" "2" "98" 425.769
2531 "S7" "NT" "2" "11" "3" "99" 433.462
2532 "S7" "NT" "2" "55" "2" "100" 395.000
2533 "S7" "NT" "2" "0" "4" "101" 448.846
2534 "S7" "NT" "2" "54" "2" "102" 379.615
2535 "S7" "NT" "2" "0" "5" "103" 456.538
2536 "S7" "NT" "2" "60" "3" "104" 448.846
2537 "S7" "NT" "2" "1" "4" "105" 525.769
2538 "S7" "NT" "2" "60" "4" "106" 348.846
2539 "S7" "NT" "2" "59" "2" "107" 448.846
2540 "S7" "NT" "2" "1" "5" "108" 456.538
2541 "S7" "NT" "2" "7" "6" "109" NaN
2542 "S7" "NT" "2" "5" "5" "110" 387.308
2543 "S7" "NT" "2" "3" "6" "111" 471.923
2544 "S7" "NT" "2" "22" "2" "112" 395.000
2545 "S7" "NT" "2" "18" "2" "113" 333.462
2546 "S7" "NT" "2" "6" "5" "114" 433.462
2547 "S7" "NT" "2" "5" "6" "115" 464.231
2548 "S7" "NT" "2" "56" "4" "116" 456.538
2549 "S7" "NT" "2" "0" "6" "117" 502.692
2550 "S7" "NT" "2" "9" "4" "118" 425.769
2551 "S7" "NT" "2" "21" "2" "119" 410.385
2552 "S7" "NT" "2" "4" "5" "120" 418.077
2553 "S7" "NT" "2" "11" "4" "121" 456.538
2554 "S7" "NT" "2" "62" "4" "122" 448.846
2555 "S7" "NT" "2" "1" "6" "123" 425.769
2556 "S7" "NT" "2" "6" "6" "124" 395.000
2557 "S7" "NT" "2" "57" "2" "125" 395.000
2558 "S7" "NT" "2" "2" "6" "126" 448.846
2559 "S7" "NT" "2" "4" "6" "127" 395.000
2560 "S7" "NT" "2" "53" "2" "128" NaN
2561 "S7" "T" "3" "56" "1" "1" 495.000
2562 "S7" "T" "3" "14" "1" "2" 479.615
2563 "S7" "T" "3" "60" "1" "3" 456.538
2564 "S7" "T" "3" "8" "1" "4" 479.615
2565 "S7" "T" "3" "1" "1" "5" 448.846
2566 "S7" "T" "3" "9" "1" "6" 448.846
2567 "S7" "T" "3" "6" "1" "7" 410.385
2568 "S7" "T" "3" "18" "1" "8" 425.769
2569 "S7" "T" "3" "50" "1" "9" 410.385
2570 "S7" "T" "3" "5" "1" "10" 456.538
2571 "S7" "T" "3" "55" "1" "11" 433.462
2572 "S7" "T" "3" "59" "1" "12" 356.538
2573 "S7" "T" "3" "12" "1" "13" 433.462
2574 "S7" "T" "3" "58" "1" "14" 402.692
2575 "S7" "T" "3" "11" "1" "15" 425.769
2576 "S7" "T" "3" "15" "1" "16" 448.846
2577 "S7" "T" "3" "60" "2" "17" 448.846
2578 "S7" "T" "3" "5" "2" "18" 356.538
2579 "S7" "T" "3" "16" "1" "19" 387.308
2580 "S7" "T" "3" "7" "1" "20" 479.615
2581 "S7" "T" "3" "7" "2" "21" 402.692
2582 "S7" "T" "3" "4" "1" "22" 425.769
2583 "S7" "T" "3" "6" "2" "23" 456.538
2584 "S7" "T" "3" "17" "1" "24" 441.154
2585 "S7" "T" "3" "62" "1" "25" 433.462
2586 "S7" "T" "3" "20" "1" "26" 418.077
2587 "S7" "T" "3" "3" "1" "27" 387.308
2588 "S7" "T" "3" "7" "3" "28" 387.308
2589 "S7" "T" "3" "57" "1" "29" 410.385
2590 "S7" "T" "3" "23" "1" "30" 402.692
2591 "S7" "T" "3" "63" "1" "31" 425.769
2592 "S7" "T" "3" "19" "1" "32" 441.154
2593 "S7" "T" "3" "54" "1" "33" 387.308
2594 "S7" "T" "3" "1" "2" "34" 464.231
2595 "S7" "T" "3" "3" "2" "35" 441.154
2596 "S7" "T" "3" "11" "2" "36" 418.077
2597 "S7" "T" "3" "3" "3" "37" 479.615
2598 "S7" "T" "3" "0" "1" "38" 433.462
2599 "S7" "T" "3" "15" "2" "39" 433.462
2600 "S7" "T" "3" "58" "2" "40" 387.308
2601 "S7" "T" "3" "2" "1" "41" 410.385
2602 "S7" "T" "3" "6" "3" "42" 448.846
2603 "S7" "T" "3" "52" "1" "43" 441.154
2604 "S7" "T" "3" "0" "2" "44" 471.923
2605 "S7" "T" "3" "13" "1" "45" 433.462
2606 "S7" "T" "3" "48" "1" "46" 441.154
2607 "S7" "T" "3" "61" "1" "47" 395.000
2608 "S7" "T" "3" "13" "2" "48" 479.615
2609 "S7" "T" "3" "0" "3" "49" 448.846
2610 "S7" "T" "3" "9" "2" "50" 410.385
2611 "S7" "T" "3" "10" "1" "51" 395.000
2612 "S7" "T" "3" "5" "3" "52" 448.846
2613 "S7" "T" "3" "49" "1" "53" 387.308
2614 "S7" "T" "3" "2" "2" "54" 441.154
2615 "S7" "T" "3" "22" "1" "55" 425.769
2616 "S7" "T" "3" "2" "3" "56" 395.000
2617 "S7" "T" "3" "62" "2" "57" 387.308
2618 "S7" "T" "3" "56" "2" "58" 479.615
2619 "S7" "T" "3" "4" "2" "59" 433.462
2620 "S7" "T" "3" "21" "1" "60" 425.769
2621 "S7" "T" "3" "4" "3" "61" 479.615
2622 "S7" "T" "3" "51" "1" "62" 448.846
2623 "S7" "T" "3" "1" "3" "63" 379.615
2624 "S7" "T" "3" "53" "1" "64" 441.154
2625 "S7" "T" "3" "49" "2" "65" 387.308
2626 "S7" "T" "3" "48" "2" "66" 418.077
2627 "S7" "T" "3" "5" "4" "67" 487.308
2628 "S7" "T" "3" "51" "2" "68" 433.462
2629 "S7" "T" "3" "0" "4" "69" 510.385
2630 "S7" "T" "3" "55" "2" "70" 448.846
2631 "S7" "T" "3" "2" "4" "71" 487.308
2632 "S7" "T" "3" "59" "2" "72" 456.538
2633 "S7" "T" "3" "0" "5" "73" 487.308
2634 "S7" "T" "3" "57" "2" "74" 441.154
2635 "S7" "T" "3" "4" "4" "75" 433.462
2636 "S7" "T" "3" "10" "2" "76" 479.615
2637 "S7" "T" "3" "62" "3" "77" 425.769
2638 "S7" "T" "3" "2" "5" "78" 479.615
2639 "S7" "T" "3" "6" "4" "79" 410.385
2640 "S7" "T" "3" "16" "2" "80" 441.154
2641 "S7" "T" "3" "3" "4" "81" 487.308
2642 "S7" "T" "3" "52" "2" "82" 441.154
2643 "S7" "T" "3" "11" "3" "83" 441.154
2644 "S7" "T" "3" "60" "3" "84" 448.846
2645 "S7" "T" "3" "12" "2" "85" 395.000
2646 "S7" "T" "3" "4" "5" "86" 371.923
2647 "S7" "T" "3" "60" "4" "87" 418.077
2648 "S7" "T" "3" "15" "3" "88" 425.769
2649 "S7" "T" "3" "5" "5" "89" 456.538
2650 "S7" "T" "3" "9" "3" "90" 410.385
2651 "S7" "T" "3" "22" "2" "91" 379.615
2652 "S7" "T" "3" "3" "5" "92" 441.154
2653 "S7" "T" "3" "17" "2" "93" 379.615
2654 "S7" "T" "3" "13" "3" "94" 418.077
2655 "S7" "T" "3" "56" "3" "95" 479.615
2656 "S7" "T" "3" "9" "4" "96" 464.231
2657 "S7" "T" "3" "15" "4" "97" 418.077
2658 "S7" "T" "3" "1" "4" "98" 479.615
2659 "S7" "T" "3" "5" "6" "99" 433.462
2660 "S7" "T" "3" "56" "4" "100" 456.538
2661 "S7" "T" "3" "13" "4" "101" 441.154
2662 "S7" "T" "3" "7" "4" "102" 441.154
2663 "S7" "T" "3" "54" "2" "103" 425.769
2664 "S7" "T" "3" "53" "2" "104" 441.154
2665 "S7" "T" "3" "21" "2" "105" 471.923
2666 "S7" "T" "3" "1" "5" "106" 441.154
2667 "S7" "T" "3" "11" "4" "107" 425.769
2668 "S7" "T" "3" "6" "5" "108" 479.615
2669 "S7" "T" "3" "50" "2" "109" 418.077
2670 "S7" "T" "3" "6" "6" "110" 356.538
2671 "S7" "T" "3" "2" "6" "111" 487.308
2672 "S7" "T" "3" "14" "2" "112" 471.923
2673 "S7" "T" "3" "58" "3" "113" 479.615
2674 "S7" "T" "3" "62" "4" "114" 471.923
2675 "S7" "T" "3" "3" "6" "115" 479.615
2676 "S7" "T" "3" "19" "2" "116" 456.538
2677 "S7" "T" "3" "8" "2" "117" 471.923
2678 "S7" "T" "3" "23" "2" "118" 448.846
2679 "S7" "T" "3" "7" "5" "119" 502.692
2680 "S7" "T" "3" "18" "2" "120" 448.846
2681 "S7" "T" "3" "4" "6" "121" 471.923
2682 "S7" "T" "3" "1" "6" "122" 548.846
2683 "S7" "T" "3" "61" "2" "123" 464.231
2684 "S7" "T" "3" "58" "4" "124" 410.385
2685 "S7" "T" "3" "20" "2" "125" 487.308
2686 "S7" "T" "3" "63" "2" "126" 425.769
2687 "S7" "T" "3" "7" "6" "127" 433.462
2688 "S7" "T" "3" "0" "6" "128" 464.231
2689 "S8" "T" "1" "59" "1" "1" 479.615
2690 "S8" "T" "1" "13" "1" "2" 371.923
2691 "S8" "T" "1" "21" "1" "3" 395.000
2692 "S8" "T" "1" "8" "1" "4" 371.923
2693 "S8" "T" "1" "5" "1" "5" 395.000
2694 "S8" "T" "1" "2" "1" "6" 441.154
2695 "S8" "T" "1" "60" "1" "7" 341.154
2696 "S8" "T" "1" "11" "1" "8" 379.615
2697 "S8" "T" "1" "15" "1" "9" 348.846
2698 "S8" "T" "1" "62" "1" "10" 356.538
2699 "S8" "T" "1" "2" "2" "11" 302.692
2700 "S8" "T" "1" "4" "1" "12" 318.077
2701 "S8" "T" "1" "0" "1" "13" 387.308
2702 "S8" "T" "1" "50" "1" "14" 433.462
2703 "S8" "T" "1" "63" "1" "15" 379.615
2704 "S8" "T" "1" "17" "1" "16" 387.308
2705 "S8" "T" "1" "14" "1" "17" 387.308
2706 "S8" "T" "1" "10" "1" "18" 379.615
2707 "S8" "T" "1" "4" "2" "19" 418.077
2708 "S8" "T" "1" "56" "1" "20" 418.077
2709 "S8" "T" "1" "3" "1" "21" 387.308
2710 "S8" "T" "1" "7" "1" "22" 418.077
2711 "S8" "T" "1" "5" "2" "23" 341.154
2712 "S8" "T" "1" "62" "2" "24" 371.923
2713 "S8" "T" "1" "55" "1" "25" 356.538
2714 "S8" "T" "1" "19" "1" "26" 371.923
2715 "S8" "T" "1" "57" "1" "27" 379.615
2716 "S8" "T" "1" "58" "1" "28" 371.923
2717 "S8" "T" "1" "12" "1" "29" 379.615
2718 "S8" "T" "1" "15" "2" "30" 287.308
2719 "S8" "T" "1" "7" "2" "31" 395.000
2720 "S8" "T" "1" "7" "3" "32" 348.846
2721 "S8" "T" "1" "0" "2" "33" 341.154
2722 "S8" "T" "1" "9" "1" "34" 318.077
2723 "S8" "T" "1" "61" "1" "35" 279.615
2724 "S8" "T" "1" "52" "1" "36" 348.846
2725 "S8" "T" "1" "0" "3" "37" 295.000
2726 "S8" "T" "1" "20" "1" "38" 371.923
2727 "S8" "T" "1" "6" "1" "39" 402.692
2728 "S8" "T" "1" "5" "3" "40" 310.385
2729 "S8" "T" "1" "23" "1" "41" 356.538
2730 "S8" "T" "1" "18" "1" "42" 310.385
2731 "S8" "T" "1" "16" "1" "43" 325.769
2732 "S8" "T" "1" "9" "2" "44" 333.462
2733 "S8" "T" "1" "4" "3" "45" 425.769
2734 "S8" "T" "1" "58" "2" "46" 387.308
2735 "S8" "T" "1" "13" "2" "47" 318.077
2736 "S8" "T" "1" "3" "2" "48" 341.154
2737 "S8" "T" "1" "54" "1" "49" 356.538
2738 "S8" "T" "1" "51" "1" "50" 379.615
2739 "S8" "T" "1" "22" "1" "51" 371.923
2740 "S8" "T" "1" "1" "1" "52" 395.000
2741 "S8" "T" "1" "6" "2" "53" 371.923
2742 "S8" "T" "1" "1" "2" "54" 325.769
2743 "S8" "T" "1" "49" "1" "55" 364.231
2744 "S8" "T" "1" "53" "1" "56" 310.385
2745 "S8" "T" "1" "6" "3" "57" 348.846
2746 "S8" "T" "1" "11" "2" "58" 333.462
2747 "S8" "T" "1" "56" "2" "59" 356.538
2748 "S8" "T" "1" "1" "3" "60" 371.923
2749 "S8" "T" "1" "48" "1" "61" 310.385
2750 "S8" "T" "1" "60" "2" "62" 318.077
2751 "S8" "T" "1" "2" "3" "63" 310.385
2752 "S8" "T" "1" "3" "3" "64" 287.308
2753 "S8" "T" "1" "7" "4" "65" 271.923
2754 "S8" "T" "1" "60" "3" "66" 325.769
2755 "S8" "T" "1" "54" "2" "67" 341.154
2756 "S8" "T" "1" "22" "2" "68" 287.308
2757 "S8" "T" "1" "2" "4" "69" 387.308
2758 "S8" "T" "1" "4" "4" "70" 341.154
2759 "S8" "T" "1" "13" "3" "71" 364.231
2760 "S8" "T" "1" "5" "4" "72" 364.231
2761 "S8" "T" "1" "7" "5" "73" 364.231
2762 "S8" "T" "1" "11" "3" "74" 325.769
2763 "S8" "T" "1" "15" "3" "75" 333.462
2764 "S8" "T" "1" "4" "5" "76" 333.462
2765 "S8" "T" "1" "56" "3" "77" 341.154
2766 "S8" "T" "1" "50" "2" "78" 341.154
2767 "S8" "T" "1" "62" "3" "79" 341.154
2768 "S8" "T" "1" "13" "4" "80" 333.462
2769 "S8" "T" "1" "1" "4" "81" 371.923
2770 "S8" "T" "1" "63" "2" "82" 341.154
2771 "S8" "T" "1" "0" "4" "83" 318.077
2772 "S8" "T" "1" "16" "2" "84" 356.538
2773 "S8" "T" "1" "9" "3" "85" 356.538
2774 "S8" "T" "1" "6" "4" "86" 333.462
2775 "S8" "T" "1" "52" "2" "87" 371.923
2776 "S8" "T" "1" "56" "4" "88" 341.154
2777 "S8" "T" "1" "4" "6" "89" 333.462
2778 "S8" "T" "1" "7" "6" "90" 341.154
2779 "S8" "T" "1" "3" "4" "91" 356.538
2780 "S8" "T" "1" "58" "3" "92" 318.077
2781 "S8" "T" "1" "21" "2" "93" 348.846
2782 "S8" "T" "1" "8" "2" "94" 364.231
2783 "S8" "T" "1" "9" "4" "95" 341.154
2784 "S8" "T" "1" "3" "5" "96" 379.615
2785 "S8" "T" "1" "51" "2" "97" 364.231
2786 "S8" "T" "1" "5" "5" "98" 325.769
2787 "S8" "T" "1" "59" "2" "99" 248.846
2788 "S8" "T" "1" "20" "2" "100" 341.154
2789 "S8" "T" "1" "2" "5" "101" 387.308
2790 "S8" "T" "1" "5" "6" "102" 333.462
2791 "S8" "T" "1" "53" "2" "103" 341.154
2792 "S8" "T" "1" "18" "2" "104" 364.231
2793 "S8" "T" "1" "23" "2" "105" 310.385
2794 "S8" "T" "1" "2" "6" "106" 364.231
2795 "S8" "T" "1" "57" "2" "107" 418.077
2796 "S8" "T" "1" "14" "2" "108" 364.231
2797 "S8" "T" "1" "6" "5" "109" 348.846
2798 "S8" "T" "1" "15" "4" "110" 371.923
2799 "S8" "T" "1" "3" "6" "111" 348.846
2800 "S8" "T" "1" "48" "2" "112" 302.692
2801 "S8" "T" "1" "6" "6" "113" 310.385
2802 "S8" "T" "1" "11" "4" "114" 325.769
2803 "S8" "T" "1" "55" "2" "115" 341.154
2804 "S8" "T" "1" "61" "2" "116" 318.077
2805 "S8" "T" "1" "19" "2" "117" 356.538
2806 "S8" "T" "1" "58" "4" "118" 318.077
2807 "S8" "T" "1" "1" "5" "119" 341.154
2808 "S8" "T" "1" "1" "6" "120" 310.385
2809 "S8" "T" "1" "49" "2" "121" 364.231
2810 "S8" "T" "1" "10" "2" "122" 310.385
2811 "S8" "T" "1" "12" "2" "123" 287.308
2812 "S8" "T" "1" "0" "5" "124" 333.462
2813 "S8" "T" "1" "17" "2" "125" 395.000
2814 "S8" "T" "1" "0" "6" "126" 325.769
2815 "S8" "T" "1" "62" "4" "127" 371.923
2816 "S8" "T" "1" "60" "4" "128" 333.462
2817 "S8" "NT" "2" "13" "1" "1" 510.385
2818 "S8" "NT" "2" "62" "1" "2" 425.769
2819 "S8" "NT" "2" "12" "1" "3" 471.923
2820 "S8" "NT" "2" "11" "1" "4" 441.154
2821 "S8" "NT" "2" "6" "1" "5" 479.615
2822 "S8" "NT" "2" "7" "1" "6" 371.923
2823 "S8" "NT" "2" "5" "1" "7" 402.692
2824 "S8" "NT" "2" "9" "1" "8" 379.615
2825 "S8" "NT" "2" "2" "1" "9" 525.769
2826 "S8" "NT" "2" "1" "1" "10" 425.769
2827 "S8" "NT" "2" "15" "1" "11" 410.385
2828 "S8" "NT" "2" "60" "1" "12" 371.923
2829 "S8" "NT" "2" "2" "2" "13" 356.538
2830 "S8" "NT" "2" "3" "1" "14" 410.385
2831 "S8" "NT" "2" "19" "1" "15" NaN
2832 "S8" "NT" "2" "6" "2" "16" 425.769
2833 "S8" "NT" "2" "23" "1" "17" 348.846
2834 "S8" "NT" "2" "4" "1" "18" 418.077
2835 "S8" "NT" "2" "58" "1" "19" 387.308
2836 "S8" "NT" "2" "17" "1" "20" 364.231
2837 "S8" "NT" "2" "2" "3" "21" 410.385
2838 "S8" "NT" "2" "57" "1" "22" 348.846
2839 "S8" "NT" "2" "4" "2" "23" 341.154
2840 "S8" "NT" "2" "61" "1" "24" 387.308
2841 "S8" "NT" "2" "21" "1" "25" NaN
2842 "S8" "NT" "2" "48" "1" "26" 402.692
2843 "S8" "NT" "2" "54" "1" "27" 387.308
2844 "S8" "NT" "2" "0" "1" "28" 564.231
2845 "S8" "NT" "2" "63" "1" "29" 425.769
2846 "S8" "NT" "2" "0" "2" "30" 379.615
2847 "S8" "NT" "2" "7" "2" "31" 433.462
2848 "S8" "NT" "2" "9" "2" "32" 356.538
2849 "S8" "NT" "2" "55" "1" "33" 387.308
